content_id,title,type,genre,platform,country,language,release_year,duration_minutes,rating,votes,weighted_rating,engagement_score,popularity_score,trending_score,tags,combined_features,description,poster_url
C100691,Shadow Realm 691,Movie,Thriller,Prime Video,USA,English,2019,124,6.1,168374,6.13,347.97,1032.13,868.09,"Thriller,Prime Video,Movie,English","Thriller Prime Video Movie Shadow Realm 691 is a thriller movie on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 691 is a thriller movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102493,Dark Horizon 2493,Series,Drama,Netflix,USA,English,2016,849,9.0,83237,8.89,1177.8,739.98,867.98,"Drama,Netflix,Series,English","Drama Netflix Series Dark Horizon 2493 is a drama series on Netflix, featuring intense storytelling and engaging characters.","Dark Horizon 2493 is a drama series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100121,Neon Streets 121,Series,Thriller,Prime Video,UK,Spanish,2021,1022,6.8,158505,6.81,2699.87,1079.42,866.34,"Thriller,Prime Video,Series,Spanish","Thriller Prime Video Series Neon Streets 121 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.","Neon Streets 121 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100036,Silent Code 36,Series,Thriller,Netflix,South Korea,German,2023,1923,8.0,118382,7.96,3794.14,942.32,866.14,"Thriller,Netflix,Series,German","Thriller Netflix Series Silent Code 36 is a thriller series on Netflix, featuring intense storytelling and engaging characters.","Silent Code 36 is a thriller series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102235,Dark Horizon 2235,Movie,Drama,Hotstar,Germany,Spanish,2021,87,8.3,109254,8.24,158.42,900.25,865.2,"Drama,Hotstar,Movie,Spanish","Drama Hotstar Movie Dark Horizon 2235 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.","Dark Horizon 2235 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101000,Echoes of Time 1000,Series,Action,Prime Video,South Korea,German,2019,929,8.3,121490,8.25,1881.07,1002.29,863.59,"Action,Prime Video,Series,German","Action Prime Video Series Echoes of Time 1000 is a action series on Prime Video, featuring intense storytelling and engaging characters.","Echoes of Time 1000 is a action series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100961,Silent Code 961,Movie,Sci-Fi,Prime Video,USA,Spanish,2017,178,7.3,142753,7.29,423.5,1040.67,863.16,"Sci-Fi,Prime Video,Movie,Spanish","Sci-Fi Prime Video Movie Silent Code 961 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.","Silent Code 961 is a sci-fi movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101764,Hidden Pulse 1764,Movie,Comedy,Prime Video,USA,Hindi,2022,145,7.2,121366,7.19,293.3,872.62,861.84,"Comedy,Prime Video,Movie,Hindi","Comedy Prime Video Movie Hidden Pulse 1764 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.","Hidden Pulse 1764 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101287,Echoes of Time 1287,Series,Sci-Fi,Prime Video,UK,Spanish,2015,1466,7.1,112920,7.1,2759.01,801.73,860.99,"Sci-Fi,Prime Video,Series,Spanish","Sci-Fi Prime Video Series Echoes of Time 1287 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Echoes of Time 1287 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101467,Neon Streets 1467,Movie,Thriller,Netflix,South Korea,English,2018,115,8.1,102745,8.05,196.93,827.1,860.18,"Thriller,Netflix,Movie,English","Thriller Netflix Movie Neon Streets 1467 is a thriller movie on Netflix, featuring intense storytelling and engaging characters.","Neon Streets 1467 is a thriller movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100299,Broken Empire 299,Movie,Action,Hotstar,USA,Hindi,2017,178,6.3,158373,6.32,469.84,1000.92,859.99,"Action,Hotstar,Movie,Hindi","Action Hotstar Movie Broken Empire 299 is a action movie on Hotstar, featuring intense storytelling and engaging characters.","Broken Empire 299 is a action movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100817,Hidden Pulse 817,Series,Action,Prime Video,Spain,Hindi,2022,384,7.7,117405,7.67,751.39,900.5,859.42,"Action,Prime Video,Series,Hindi","Action Prime Video Series Hidden Pulse 817 is a action series on Prime Video, featuring intense storytelling and engaging characters.","Hidden Pulse 817 is a action series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102396,Broken Empire 2396,Series,Fantasy,Prime Video,India,Korean,2023,755,6.6,147908,6.61,1861.18,977.67,858.97,"Fantasy,Prime Video,Series,Korean","Fantasy Prime Video Series Broken Empire 2396 is a fantasy series on Prime Video, featuring intense storytelling and engaging characters.","Broken Empire 2396 is a fantasy series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100316,Cyber Night 316,Movie,Drama,Netflix,USA,German,2016,143,6.1,160965,6.13,383.63,986.72,858.92,"Drama,Netflix,Movie,German","Drama Netflix Movie Cyber Night 316 is a drama movie on Netflix, featuring intense storytelling and engaging characters.","Cyber Night 316 is a drama movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102093,Echoes of Time 2093,Series,Comedy,Netflix,UK,Hindi,2024,922,7.0,127215,7.0,1954.87,890.5,858.38,"Comedy,Netflix,Series,Hindi","Comedy Netflix Series Echoes of Time 2093 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Echoes of Time 2093 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100254,Lost Signal 254,Series,Fantasy,Netflix,UK,Spanish,2023,1146,5.9,140995,5.94,2693.0,837.51,858.18,"Fantasy,Netflix,Series,Spanish","Fantasy Netflix Series Lost Signal 254 is a fantasy series on Netflix, featuring intense storytelling and engaging characters.","Lost Signal 254 is a fantasy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102184,Echoes of Time 2184,Series,Comedy,Netflix,South Korea,Hindi,2024,1483,7.4,133584,7.39,3301.75,987.19,857.32,"Comedy,Netflix,Series,Hindi","Comedy Netflix Series Echoes of Time 2184 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Echoes of Time 2184 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100048,Hidden Pulse 48,Movie,Action,Hotstar,South Korea,German,2019,156,6.3,166088,6.32,431.83,1049.68,857.0,"Action,Hotstar,Movie,German","Action Hotstar Movie Hidden Pulse 48 is a action movie on Hotstar, featuring intense storytelling and engaging characters.","Hidden Pulse 48 is a action movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100674,Neon Streets 674,Movie,Crime,Netflix,India,Korean,2019,106,6.0,135472,6.04,239.33,818.25,855.56,"Crime,Netflix,Movie,Korean","Crime Netflix Movie Neon Streets 674 is a crime movie on Netflix, featuring intense storytelling and engaging characters.","Neon Streets 674 is a crime movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100498,Hidden Pulse 498,Movie,Comedy,Netflix,India,Spanish,2019,150,7.6,132506,7.58,331.26,1004.4,854.9,"Comedy,Netflix,Movie,Spanish","Comedy Netflix Movie Hidden Pulse 498 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.","Hidden Pulse 498 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101413,Broken Empire 1413,Series,Sci-Fi,Prime Video,USA,Spanish,2020,366,7.5,128302,7.48,782.64,959.7,854.87,"Sci-Fi,Prime Video,Series,Spanish","Sci-Fi Prime Video Series Broken Empire 1413 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Broken Empire 1413 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100484,Cyber Night 484,Series,Thriller,Prime Video,South Korea,Hindi,2021,543,5.8,160823,5.84,1455.45,939.21,854.68,"Thriller,Prime Video,Series,Hindi","Thriller Prime Video Series Cyber Night 484 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.","Cyber Night 484 is a thriller series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100384,Silent Code 384,Movie,Comedy,Netflix,India,German,2020,172,8.2,90963,8.14,260.76,740.44,853.89,"Comedy,Netflix,Movie,German","Comedy Netflix Movie Silent Code 384 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.","Silent Code 384 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100266,Crimson Truth 266,Movie,Comedy,Prime Video,USA,Hindi,2024,116,6.8,150995,6.81,291.92,1028.28,853.8,"Comedy,Prime Video,Movie,Hindi","Comedy Prime Video Movie Crimson Truth 266 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.","Crimson Truth 266 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101050,Dark Horizon 1050,Series,Sci-Fi,Netflix,Germany,English,2019,1545,7.3,128348,7.29,3304.96,935.66,853.53,"Sci-Fi,Netflix,Series,English","Sci-Fi Netflix Series Dark Horizon 1050 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.","Dark Horizon 1050 is a sci-fi series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100179,Fading Light 179,Series,Drama,Prime Video,India,German,2021,1199,8.7,118196,8.63,2361.95,1020.03,852.17,"Drama,Prime Video,Series,German","Drama Prime Video Series Fading Light 179 is a drama series on Prime Video, featuring intense storytelling and engaging characters.","Fading Light 179 is a drama series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100355,Fading Light 355,Series,Action,Prime Video,India,German,2022,1345,7.1,104639,7.1,2345.66,742.94,851.9,"Action,Prime Video,Series,German","Action Prime Video Series Fading Light 355 is a action series on Prime Video, featuring intense storytelling and engaging characters.","Fading Light 355 is a action series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100068,Dark Horizon 68,Series,Comedy,Netflix,Spain,German,2020,1670,7.2,113384,7.19,3155.85,815.23,851.87,"Comedy,Netflix,Series,German","Comedy Netflix Series Dark Horizon 68 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Dark Horizon 68 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100871,Cyber Night 871,Movie,Sci-Fi,Hotstar,Germany,Hindi,2020,178,7.5,101465,7.48,301.01,758.96,851.41,"Sci-Fi,Hotstar,Movie,Hindi","Sci-Fi Hotstar Movie Cyber Night 871 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.","Cyber Night 871 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100586,Cyber Night 586,Movie,Thriller,Hotstar,Germany,Spanish,2024,154,5.0,166087,5.06,426.29,840.4,851.27,"Thriller,Hotstar,Movie,Spanish","Thriller Hotstar Movie Cyber Night 586 is a thriller movie on Hotstar, featuring intense storytelling and engaging characters.","Cyber Night 586 is a thriller movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100896,Last Kingdom 896,Movie,Drama,Hotstar,Spain,Hindi,2022,93,7.1,106541,7.1,165.14,756.44,850.9,"Drama,Hotstar,Movie,Hindi","Drama Hotstar Movie Last Kingdom 896 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.","Last Kingdom 896 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102429,Silent Code 2429,Series,Sci-Fi,Prime Video,South Korea,German,2022,819,6.3,163371,6.32,2230.01,1032.5,850.71,"Sci-Fi,Prime Video,Series,German","Sci-Fi Prime Video Series Silent Code 2429 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Silent Code 2429 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101268,Echoes of Time 1268,Series,Thriller,Netflix,Germany,English,2017,1895,6.5,146362,6.52,4622.6,954.28,850.04,"Thriller,Netflix,Series,English","Thriller Netflix Series Echoes of Time 1268 is a thriller series on Netflix, featuring intense storytelling and engaging characters.","Echoes of Time 1268 is a thriller series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101350,Broken Empire 1350,Series,Fantasy,Prime Video,USA,German,2021,545,7.6,98444,7.57,894.2,745.22,849.57,"Fantasy,Prime Video,Series,German","Fantasy Prime Video Series Broken Empire 1350 is a fantasy series on Prime Video, featuring intense storytelling and engaging characters.","Broken Empire 1350 is a fantasy series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102052,Last Kingdom 2052,Movie,Action,Netflix,USA,English,2021,97,6.6,157726,6.61,254.99,1042.57,849.53,"Action,Netflix,Movie,English","Action Netflix Movie Last Kingdom 2052 is a action movie on Netflix, featuring intense storytelling and engaging characters.","Last Kingdom 2052 is a action movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102073,Fading Light 2073,Series,Crime,Netflix,South Korea,German,2023,1922,7.5,116650,7.48,3736.69,872.54,849.04,"Crime,Netflix,Series,German","Crime Netflix Series Fading Light 2073 is a crime series on Netflix, featuring intense storytelling and engaging characters.","Fading Light 2073 is a crime series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100504,Dark Horizon 504,Series,Thriller,Hotstar,India,Hindi,2023,712,7.4,127937,7.38,1518.19,944.18,848.38,"Thriller,Hotstar,Series,Hindi","Thriller Hotstar Series Dark Horizon 504 is a thriller series on Hotstar, featuring intense storytelling and engaging characters.","Dark Horizon 504 is a thriller series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101369,Fading Light 1369,Movie,Drama,Prime Video,South Korea,Spanish,2024,170,7.2,126410,7.19,358.16,908.89,848.27,"Drama,Prime Video,Movie,Spanish","Drama Prime Video Movie Fading Light 1369 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.","Fading Light 1369 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100862,Last Kingdom 862,Series,Fantasy,Netflix,South Korea,Korean,2023,1626,7.9,93110,7.85,2523.28,730.91,847.69,"Fantasy,Netflix,Series,Korean","Fantasy Netflix Series Last Kingdom 862 is a fantasy series on Netflix, featuring intense storytelling and engaging characters.","Last Kingdom 862 is a fantasy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102135,Hidden Pulse 2135,Series,Sci-Fi,Prime Video,India,English,2024,821,8.0,89193,7.95,1220.46,709.08,847.48,"Sci-Fi,Prime Video,Series,English","Sci-Fi Prime Video Series Hidden Pulse 2135 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Hidden Pulse 2135 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101114,Lost Signal 1114,Series,Thriller,Netflix,Germany,English,2024,821,6.8,128168,6.81,1753.77,872.82,847.01,"Thriller,Netflix,Series,English","Thriller Netflix Series Lost Signal 1114 is a thriller series on Netflix, featuring intense storytelling and engaging characters.","Lost Signal 1114 is a thriller series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100059,Shadow Realm 59,Series,Fantasy,Netflix,South Korea,German,2021,1061,6.4,134811,6.42,2383.91,865.49,846.34,"Fantasy,Netflix,Series,German","Fantasy Netflix Series Shadow Realm 59 is a fantasy series on Netflix, featuring intense storytelling and engaging characters.","Shadow Realm 59 is a fantasy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102095,Broken Empire 2095,Movie,Comedy,Hotstar,UK,German,2018,105,7.7,135212,7.68,236.62,1038.43,844.37,"Comedy,Hotstar,Movie,German","Comedy Hotstar Movie Broken Empire 2095 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.","Broken Empire 2095 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101459,Lost Signal 1459,Movie,Drama,Hotstar,USA,Spanish,2018,87,7.1,126393,7.1,183.27,897.39,842.94,"Drama,Hotstar,Movie,Spanish","Drama Hotstar Movie Lost Signal 1459 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.","Lost Signal 1459 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100144,Cyber Night 144,Movie,Drama,Prime Video,India,English,2024,156,7.4,141881,7.39,368.89,1048.5,842.4,"Drama,Prime Video,Movie,English","Drama Prime Video Movie Cyber Night 144 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.","Cyber Night 144 is a drama movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102020,Shadow Realm 2020,Series,Comedy,Prime Video,Spain,Spanish,2016,1734,7.4,124494,7.38,3597.88,918.77,841.97,"Comedy,Prime Video,Series,Spanish","Comedy Prime Video Series Shadow Realm 2020 is a comedy series on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 2020 is a comedy series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100776,Neon Streets 776,Series,Sci-Fi,Hotstar,India,Hindi,2024,1892,7.7,133643,7.67,4214.21,1025.04,839.71,"Sci-Fi,Hotstar,Series,Hindi","Sci-Fi Hotstar Series Neon Streets 776 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.","Neon Streets 776 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101909,Last Kingdom 1909,Series,Crime,Netflix,Spain,German,2018,1363,9.5,106766,9.39,2425.37,1002.53,838.95,"Crime,Netflix,Series,German","Crime Netflix Series Last Kingdom 1909 is a crime series on Netflix, featuring intense storytelling and engaging characters.","Last Kingdom 1909 is a crime series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100975,Shadow Realm 975,Series,Crime,Prime Video,USA,English,2022,726,7.4,108857,7.38,1317.17,803.36,838.65,"Crime,Prime Video,Series,English","Crime Prime Video Series Shadow Realm 975 is a crime series on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 975 is a crime series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100508,Shadow Realm 508,Series,Drama,Prime Video,South Korea,Korean,2023,1445,7.2,107762,7.19,2595.27,774.81,838.65,"Drama,Prime Video,Series,Korean","Drama Prime Video Series Shadow Realm 508 is a drama series on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 508 is a drama series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102018,Lost Signal 2018,Series,Comedy,Netflix,USA,English,2015,1720,6.9,142457,6.9,4083.77,982.95,838.12,"Comedy,Netflix,Series,English","Comedy Netflix Series Lost Signal 2018 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Lost Signal 2018 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101068,Last Kingdom 1068,Series,Sci-Fi,Prime Video,USA,Korean,2022,764,7.7,110100,7.67,1401.94,844.47,837.62,"Sci-Fi,Prime Video,Series,Korean","Sci-Fi Prime Video Series Last Kingdom 1068 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Last Kingdom 1068 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102069,Lost Signal 2069,Series,Fantasy,Hotstar,UK,Spanish,2020,1878,7.9,110893,7.86,3470.95,871.62,837.08,"Fantasy,Hotstar,Series,Spanish","Fantasy Hotstar Series Lost Signal 2069 is a fantasy series on Hotstar, featuring intense storytelling and engaging characters.","Lost Signal 2069 is a fantasy series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101172,Fading Light 1172,Movie,Comedy,Netflix,South Korea,German,2017,122,6.0,118427,6.04,240.8,715.3,836.57,"Comedy,Netflix,Movie,German","Comedy Netflix Movie Fading Light 1172 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.","Fading Light 1172 is a comedy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102339,Last Kingdom 2339,Series,Fantasy,Hotstar,USA,Korean,2023,518,6.4,138324,6.42,1194.2,888.04,836.26,"Fantasy,Hotstar,Series,Korean","Fantasy Hotstar Series Last Kingdom 2339 is a fantasy series on Hotstar, featuring intense storytelling and engaging characters.","Last Kingdom 2339 is a fantasy series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102345,Silent Code 2345,Series,Fantasy,Hotstar,UK,Korean,2019,581,6.7,120717,6.71,1168.94,810.01,835.7,"Fantasy,Hotstar,Series,Korean","Fantasy Hotstar Series Silent Code 2345 is a fantasy series on Hotstar, featuring intense storytelling and engaging characters.","Silent Code 2345 is a fantasy series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102101,Neon Streets 2101,Movie,Comedy,Prime Video,Germany,English,2020,173,7.1,103340,7.1,297.96,733.71,835.57,"Comedy,Prime Video,Movie,English","Comedy Prime Video Movie Neon Streets 2101 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.","Neon Streets 2101 is a comedy movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100241,Hidden Pulse 241,Movie,Comedy,Hotstar,Germany,Korean,2022,174,7.2,118796,7.19,344.51,854.14,834.86,"Comedy,Hotstar,Movie,Korean","Comedy Hotstar Movie Hidden Pulse 241 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.","Hidden Pulse 241 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101561,Neon Streets 1561,Series,Drama,Hotstar,India,Korean,2023,316,8.8,86632,8.7,456.26,753.7,834.81,"Drama,Hotstar,Series,Korean","Drama Hotstar Series Neon Streets 1561 is a drama series on Hotstar, featuring intense storytelling and engaging characters.","Neon Streets 1561 is a drama series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101363,Silent Code 1363,Series,Sci-Fi,Hotstar,Spain,German,2024,460,7.7,95898,7.67,735.22,735.54,834.24,"Sci-Fi,Hotstar,Series,German","Sci-Fi Hotstar Series Silent Code 1363 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.","Silent Code 1363 is a sci-fi series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100598,Lost Signal 598,Movie,Comedy,Hotstar,South Korea,Spanish,2015,149,7.5,123230,7.48,306.02,921.76,834.24,"Comedy,Hotstar,Movie,Spanish","Comedy Hotstar Movie Lost Signal 598 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.","Lost Signal 598 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101054,Cyber Night 1054,Movie,Drama,Hotstar,Germany,English,2022,119,9.2,91214,9.09,180.91,829.14,833.58,"Drama,Hotstar,Movie,English","Drama Hotstar Movie Cyber Night 1054 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.","Cyber Night 1054 is a drama movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100238,Shadow Realm 238,Series,Drama,Netflix,USA,Hindi,2023,633,6.7,110204,6.71,1162.65,739.47,833.19,"Drama,Netflix,Series,Hindi","Drama Netflix Series Shadow Realm 238 is a drama series on Netflix, featuring intense storytelling and engaging characters.","Shadow Realm 238 is a drama series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100524,Crimson Truth 524,Series,Drama,Netflix,India,Korean,2019,318,7.1,106648,7.1,565.23,757.2,833.17,"Drama,Netflix,Series,Korean","Drama Netflix Series Crimson Truth 524 is a drama series on Netflix, featuring intense storytelling and engaging characters.","Crimson Truth 524 is a drama series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100289,Broken Empire 289,Series,Comedy,Prime Video,Germany,English,2017,1861,7.0,119637,7.0,3710.74,837.46,833.13,"Comedy,Prime Video,Series,English","Comedy Prime Video Series Broken Empire 289 is a comedy series on Prime Video, featuring intense storytelling and engaging characters.","Broken Empire 289 is a comedy series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100136,Lost Signal 136,Movie,Fantasy,Netflix,Spain,Hindi,2017,101,6.0,129138,6.04,217.38,779.99,832.96,"Fantasy,Netflix,Movie,Hindi","Fantasy Netflix Movie Lost Signal 136 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.","Lost Signal 136 is a fantasy movie on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100837,Hidden Pulse 837,Movie,Sci-Fi,Hotstar,India,German,2016,116,8.0,118945,7.96,229.96,946.8,832.77,"Sci-Fi,Hotstar,Movie,German","Sci-Fi Hotstar Movie Hidden Pulse 837 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.","Hidden Pulse 837 is a sci-fi movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100530,Silent Code 530,Series,Comedy,Netflix,Spain,German,2015,581,6.6,119280,6.62,1155.03,789.63,832.57,"Comedy,Netflix,Series,German","Comedy Netflix Series Silent Code 530 is a comedy series on Netflix, featuring intense storytelling and engaging characters.","Silent Code 530 is a comedy series on Netflix, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100813,Last Kingdom 813,Series,Crime,Hotstar,India,German,2021,1969,6.5,148267,6.52,4865.63,966.7,831.44,"Crime,Hotstar,Series,German","Crime Hotstar Series Last Kingdom 813 is a crime series on Hotstar, featuring intense storytelling and engaging characters.","Last Kingdom 813 is a crime series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100987,Cyber Night 987,Series,Crime,Prime Video,South Korea,Spanish,2020,1585,8.4,103410,8.34,2731.75,862.44,831.21,"Crime,Prime Video,Series,Spanish","Crime Prime Video Series Cyber Night 987 is a crime series on Prime Video, featuring intense storytelling and engaging characters.","Cyber Night 987 is a crime series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100784,Crimson Truth 784,Series,Action,Hotstar,Spain,German,2022,478,6.3,119038,6.33,948.34,753.51,830.57,"Action,Hotstar,Series,German","Action Hotstar Series Crimson Truth 784 is a action series on Hotstar, featuring intense storytelling and engaging characters.","Crimson Truth 784 is a action series on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C102047,Shadow Realm 2047,Movie,Crime,Prime Video,Germany,Hindi,2015,119,7.9,104617,7.86,207.49,822.29,830.12,"Crime,Prime Video,Movie,Hindi","Crime Prime Video Movie Shadow Realm 2047 is a crime movie on Prime Video, featuring intense storytelling and engaging characters.","Shadow Realm 2047 is a crime movie on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C101229,Shadow Realm 1229,Movie,Comedy,Hotstar,Germany,Spanish,2018,150,7.2,141317,7.19,353.29,1016.07,829.21,"Comedy,Hotstar,Movie,Spanish","Comedy Hotstar Movie Shadow Realm 1229 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.","Shadow Realm 1229 is a comedy movie on Hotstar, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
C100979,Fading Light 979,Series,Sci-Fi,Prime Video,UK,German,2021,409,8.6,85244,8.51,581.08,725.43,828.92,"Sci-Fi,Prime Video,Series,German","Sci-Fi Prime Video Series Fading Light 979 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.","Fading Light 979 is a sci-fi series on Prime Video, featuring intense storytelling and engaging characters.",https://via.placeholder.com/150
